제목	본문	TEXT	감성점수	lama 3.1 감성 분석
'경매 찬밥신세' 빌라, 응찰자 없어 매물 '산더미'	부동산 경매 시장에서도 아파트와 빌라(연립·다세대 주택) 간 인기가 극명하게 차이 난다. 아파트는 수도권을 중심으로 매수세가 확산하면서 3개월 연속 낙찰가율(감정가 대비 낙찰가 비율)이 상승했다. 이와 달리 빌라 매	'경매 찬밥신세' 빌라, 응찰자 없어 매물 '산더미' 부동산 경매 시장에서도 아파트와 빌라(연립·다세대 주택) 간 인기가 극명하게 차이 난다. 아파트는 수도권을 중심으로 매수세가 확산하면서 3개월 연속 낙찰가율(감정가 대비 낙찰가 비율)이 상승했다. 이와 달리 빌라 매	-1	긍정입니다.
주택노후도 55% 부산에 부는 `얼죽신` 바람… `사하 경남아너스빌 시그니처` 지역민들 사이 인기	주택노후도 약 55%의 부산광역시에 새 아파트 '사하 경남아너스빌 시그니처'가 공급되면서 수요자들의 관심을 한몸에 받고 있다. 부동산R114 자료에 따르면 8월 기준 부산 아파트 총 90만2,369가구 중 입주 20	주택노후도 55% 부산에 부는 `얼죽신` 바람… `사하 경남아너스빌 시그니처` 지역민들 사이 인기 주택노후도 약 55%의 부산광역시에 새 아파트 '사하 경남아너스빌 시그니처'가 공급되면서 수요자들의 관심을 한몸에 받고 있다. 부동산R114 자료에 따르면 8월 기준 부산 아파트 총 90만2,369가구 중 입주 20	-2	긍정입니다.
대우건설, 내달 '검단신도시 푸르지오 더 파크' 분양	대우건설이 인천 서구 검단신도시 AA28블록에 '검단신도시 푸르지오 더 파크'를 11월 분양한다고 16일 밝혔다. 검단신도시 푸르지오 더 파크는 지하 5층~지상 20층, 13개 동, 전용면적 84~99㎡, 총 919	대우건설, 내달 '검단신도시 푸르지오 더 파크' 분양 대우건설이 인천 서구 검단신도시 AA28블록에 '검단신도시 푸르지오 더 파크'를 11월 분양한다고 16일 밝혔다. 검단신도시 푸르지오 더 파크는 지하 5층~지상 20층, 13개 동, 전용면적 84~99㎡, 총 919	1	긍정입니다.
“됐고, 아파트에서 살련다”...5대 광역시 주택매매, 아파트 비중 86%로 사상 최고	올해 1~8월 5대 광역시(부산, 대구, 대전, 광주, 울산) 주택 매매시장에서 아파트가 차지하는 비중이 역대 최고치를 기록한 것으로 나타났다. 전세보증금 미반환 사고로 비(非)아파트 기피 현상이 지속되면서 아파트	“됐고, 아파트에서 살련다”...5대 광역시 주택매매, 아파트 비중 86%로 사상 최고 올해 1~8월 5대 광역시(부산, 대구, 대전, 광주, 울산) 주택 매매시장에서 아파트가 차지하는 비중이 역대 최고치를 기록한 것으로 나타났다. 전세보증금 미반환 사고로 비(非)아파트 기피 현상이 지속되면서 아파트	-8	긍정
'내년 개장' 마곡 원그로브몰, 트레이더스에 교보문고까지	이지스자산운용은 내년 상반기 문을 여는 '원그로브몰'에 교보문고가 입점을 확정했다고 16일 밝혔다. 교보문고가 6년 만에 출점하는 새 매장이다. 지난달 26일 준공한 원그로브는 서울 강서구 마곡동 마곡도시개발사업구역	'내년 개장' 마곡 원그로브몰, 트레이더스에 교보문고까지 이지스자산운용은 내년 상반기 문을 여는 '원그로브몰'에 교보문고가 입점을 확정했다고 16일 밝혔다. 교보문고가 6년 만에 출점하는 새 매장이다. 지난달 26일 준공한 원그로브는 서울 강서구 마곡동 마곡도시개발사업구역	2	긍정입니다.
"현대엔지니어링 ""사흘이면 층간소음 줄일 수 있어요"""	현대엔지니어링이 국내 최초로 '천장형 차음 구조'를 개발했다고 15일 밝혔다. 이는 기존 활용되던 바닥형 차음 구조와 달리 층간소음 저감 구조물을 천장에 시공하는 기술이다. 천장형 차음 구조는 위층의 바닥(슬래브)하	"현대엔지니어링 ""사흘이면 층간소음 줄일 수 있어요"" 현대엔지니어링이 국내 최초로 '천장형 차음 구조'를 개발했다고 15일 밝혔다. 이는 기존 활용되던 바닥형 차음 구조와 달리 층간소음 저감 구조물을 천장에 시공하는 기술이다. 천장형 차음 구조는 위층의 바닥(슬래브)하"	-2	긍정입니다.
'미니 신도시급' 단지, 연말까지 쏟아진다	연말까지 전국에서 도시개발사업으로 아파트 공급이 잇따라 관심을 끈다. 문화·상업시설, 교육시설 등이 골고루 갖춰지는 데다 미니 신도시급 주거환경을 누릴 수 있는 게 장점으로 꼽힌다. 15일 업계에 따르면 이달 유승종	'미니 신도시급' 단지, 연말까지 쏟아진다 연말까지 전국에서 도시개발사업으로 아파트 공급이 잇따라 관심을 끈다. 문화·상업시설, 교육시설 등이 골고루 갖춰지는 데다 미니 신도시급 주거환경을 누릴 수 있는 게 장점으로 꼽힌다. 15일 업계에 따르면 이달 유승종	-2	긍정입니다.
"""1억원 투자해 월 600만원 수익""…비인가 리츠, 경찰 수사 중"	"1억원을 예치하면 매달 600만원 이상의 수익을 낼 수 있습니다."" 최근 국토교통부가 적발해 경찰이 수사를 벌이고 있는 '바른길리츠'의 홍보 문구다. 이 업체는 미국 부동산에 투자하는 리츠(REITs·부동산투자회사"	"""1억원 투자해 월 600만원 수익""…비인가 리츠, 경찰 수사 중 1억원을 예치하면 매달 600만원 이상의 수익을 낼 수 있습니다."" 최근 국토교통부가 적발해 경찰이 수사를 벌이고 있는 '바른길리츠'의 홍보 문구다. 이 업체는 미국 부동산에 투자하는 리츠(REITs·부동산투자회사"	-3	중립
"대출 문턱 확 높아져도 ""아파트 살래""…9월 아파트 입주율 전월比 4.1%p 상승"	정부의 가계대출 제한 정책으로 시중은행 주택담보대출, 전세자금대출 등의 시행 문턱이 높아졌으나 기준금리 추가 인하 가능성 가시화, 아파트 가격 상승세 둔화 등으로 수도권 아파트 매수 심리는 식지 않고 있다. 15일	"대출 문턱 확 높아져도 ""아파트 살래""…9월 아파트 입주율 전월比 4.1%p 상승 정부의 가계대출 제한 정책으로 시중은행 주택담보대출, 전세자금대출 등의 시행 문턱이 높아졌으나 기준금리 추가 인하 가능성 가시화, 아파트 가격 상승세 둔화 등으로 수도권 아파트 매수 심리는 식지 않고 있다. 15일"	-9	긍정
부산 대심도 만덕~센텀 도시고속화도로 전 구간 관통	부산 북구와 해운대구를 지하로 연결하는 대심도 터널이 전 구간 관통됐다. 부산시는 15일 오후 '부산 내부순환(만덕~센텀) 도시고속화도로' 건설현장에서 관통식을 개최한다고 밝혔다. 관통식은 부산 첫 대심도 지하도로가	부산 대심도 만덕~센텀 도시고속화도로 전 구간 관통 부산 북구와 해운대구를 지하로 연결하는 대심도 터널이 전 구간 관통됐다. 부산시는 15일 오후 '부산 내부순환(만덕~센텀) 도시고속화도로' 건설현장에서 관통식을 개최한다고 밝혔다. 관통식은 부산 첫 대심도 지하도로가	-1	긍정
하자 많은 건설사 추렸더니…상위 20곳 중 4곳이 대형건설사	최근 6개월간 공동주택 하자가 가장 많은 건설사는 현대엔지니어링으로 나타났다. 국토교통부는 공동주택 하자 판정 건수 및 비율과 하자 상위 20개 건설사 명단을 15일 공개했다. 올해 3∼8월 하자심사분쟁조정위원회(하	하자 많은 건설사 추렸더니…상위 20곳 중 4곳이 대형건설사 최근 6개월간 공동주택 하자가 가장 많은 건설사는 현대엔지니어링으로 나타났다. 국토교통부는 공동주택 하자 판정 건수 및 비율과 하자 상위 20개 건설사 명단을 15일 공개했다. 올해 3∼8월 하자심사분쟁조정위원회(하	1	중립
“경기도 내 인구 유입 가장 활발“ 주거수요 풍부한 양주시 새 아파트 ‘양주역 푸르지오 센터파크’	최근 들어 경기 양주시의 인구가 크게 증가하고 있어 주택 수요자들의 관심이 쏠리고 있다. 저출산과 인구감소 등으로 소멸 위기에 놓인 지역들이 증가하는 상황에서 오히려 인구가 늘고 있기 때문이다. 통계청 자료를 보면	“경기도 내 인구 유입 가장 활발“ 주거수요 풍부한 양주시 새 아파트 ‘양주역 푸르지오 센터파크’ 최근 들어 경기 양주시의 인구가 크게 증가하고 있어 주택 수요자들의 관심이 쏠리고 있다. 저출산과 인구감소 등으로 소멸 위기에 놓인 지역들이 증가하는 상황에서 오히려 인구가 늘고 있기 때문이다. 통계청 자료를 보면	-3	긍정입니다.
오금역 인근 성동구치소 부지, 장기전세 등 공공주택 1240가구 조성	3·5호선 오금역 인근 옛 성동구치소 부지에 최고 22층, 1240가구 규모의 공공주택 단지가 조성된다. 서울시는 제8차 공공주택통합심의위원회에서 '송파창의혁신(옛 성동구치소) 공공주택건설사업'을 조건부 가결했다고	오금역 인근 성동구치소 부지, 장기전세 등 공공주택 1240가구 조성 3·5호선 오금역 인근 옛 성동구치소 부지에 최고 22층, 1240가구 규모의 공공주택 단지가 조성된다. 서울시는 제8차 공공주택통합심의위원회에서 '송파창의혁신(옛 성동구치소) 공공주택건설사업'을 조건부 가결했다고	4	긍정
내년 공동주택 입주 물량 20%↓…공급 부족 우려 증폭	한국부동산원이 15일 부동산R114와 함께 '향후 2년간 공동주택 입주 예정 물량' 정보를 발표했다. 주택 건설 실적과 입주자 모집 공고, 정비사업 추진 실적 등을 활용해 올해 7월부터 2026년 6월까지 30세대	내년 공동주택 입주 물량 20%↓…공급 부족 우려 증폭 한국부동산원이 15일 부동산R114와 함께 '향후 2년간 공동주택 입주 예정 물량' 정보를 발표했다. 주택 건설 실적과 입주자 모집 공고, 정비사업 추진 실적 등을 활용해 올해 7월부터 2026년 6월까지 30세대	0	긍정
'원전까지 위협' 비행금지구역 미승인 드론…4년만에 3.6배 증가	비행금지구역에서 승인받지 않고 드론 비행을 하다가 적발된 건수가 최근 4년간 증가하고 있는 것으로 나타났다. 특히 원자력 발전소(원전), 공항, 서울 등 국가 안보와 국민의 안전에 위협이 되는 지역에서의 미승인 드론	'원전까지 위협' 비행금지구역 미승인 드론…4년만에 3.6배 증가 비행금지구역에서 승인받지 않고 드론 비행을 하다가 적발된 건수가 최근 4년간 증가하고 있는 것으로 나타났다. 특히 원자력 발전소(원전), 공항, 서울 등 국가 안보와 국민의 안전에 위협이 되는 지역에서의 미승인 드론	4	긍정입니다.
대출규제 강화에 '주춤'…9월 전국 주택 매매·전세가격 상승폭 축소	지난달부터 대출 규제가 본격 강화되면서 주택 거래가 줄고 전국 집값 상승폭도 축소됐다. 15일 한국부동산원이 발표한 '9월 전국주택가격동향'에 따르면 지난달 전국 주택종합(아파트·연립·단독주택) 매매가격지수는 한 달	대출규제 강화에 '주춤'…9월 전국 주택 매매·전세가격 상승폭 축소 지난달부터 대출 규제가 본격 강화되면서 주택 거래가 줄고 전국 집값 상승폭도 축소됐다. 15일 한국부동산원이 발표한 '9월 전국주택가격동향'에 따르면 지난달 전국 주택종합(아파트·연립·단독주택) 매매가격지수는 한 달	-9	긍정입니다.
3년 전 분양가, 동·호수 지정 가능한 ‘더샵 동성로센트리엘’	급등한 물가와 인건비 상승, 원자잿값 폭등이 지속되면서 신규분양 아파트들의 분양가가 나날이 치솟고 있다. 이러한 가운데, 신축아파트에 다양한 호재를 등에 업은 ‘더샵 동성로센트리엘’이 대구 도심 한복판에 3년 전 분	3년 전 분양가, 동·호수 지정 가능한 ‘더샵 동성로센트리엘’ 급등한 물가와 인건비 상승, 원자잿값 폭등이 지속되면서 신규분양 아파트들의 분양가가 나날이 치솟고 있다. 이러한 가운데, 신축아파트에 다양한 호재를 등에 업은 ‘더샵 동성로센트리엘’이 대구 도심 한복판에 3년 전 분	0	긍정입니다.
전세사기 피해 위반 건축물 매입 후 활용 어려우면 '철거'한다	다음달부터 위반 건축물인 경우에도 전세사기 피해 주택 매입이 가능해지는 가운데, 정부가 활용이 불가능할 경우 철거하는 방안을 검토 중인 것으로 확인됐다. 다만 이 경우 공공주택으로 공급을 할 수 없게 돼 손실만 입게	전세사기 피해 위반 건축물 매입 후 활용 어려우면 '철거'한다 다음달부터 위반 건축물인 경우에도 전세사기 피해 주택 매입이 가능해지는 가운데, 정부가 활용이 불가능할 경우 철거하는 방안을 검토 중인 것으로 확인됐다. 다만 이 경우 공공주택으로 공급을 할 수 없게 돼 손실만 입게	-6	부정입니다.
내년 입주물량 올해보다 크게 줄어든다…전국 28만9244가구 예상	한국부동산이 내년 전국 공동주택(30가구 이상) 입주예정 물량을 28만9244가구로 추정했다. 올해 상반기에 발표한 규모보다는 다소 늘어났으나 올해 입주예정 물량(36만4418가구) 대비 20.6%가량 감소한 규모다	내년 입주물량 올해보다 크게 줄어든다…전국 28만9244가구 예상 한국부동산이 내년 전국 공동주택(30가구 이상) 입주예정 물량을 28만9244가구로 추정했다. 올해 상반기에 발표한 규모보다는 다소 늘어났으나 올해 입주예정 물량(36만4418가구) 대비 20.6%가량 감소한 규모다	-1	부정입니다.
전기차 배터리 정부가 직접 시험·인증한다	그동안 제작사가 자체 확인하던 전기차 배터리 안전성을 정부가 확인해 인증한다. 국토교통부는 이달부터 전기차 배터리 안전성을 정부가 직접 인증하는 '배터리 안전성 인증제 시범사업'을 실시한다고 15일 밝혔다. 배터리	전기차 배터리 정부가 직접 시험·인증한다 그동안 제작사가 자체 확인하던 전기차 배터리 안전성을 정부가 확인해 인증한다. 국토교통부는 이달부터 전기차 배터리 안전성을 정부가 직접 인증하는 '배터리 안전성 인증제 시범사업'을 실시한다고 15일 밝혔다. 배터리	10	긍정
“1인 가구는 물론 부부도 거주”… ‘위례 심포니아’ 내년 3월 입주	60세 이상 시니어 1인가구 증가세 여성 1인 가구 46%가 60세 이상 1인가구 비중이 폭발적으로 증가하고 있다. 중·장년층 1인가구도 빠르게 늘면서 1인 가구 특화 시니어 주택이 주목을 받고 있다. 16일 통계청	“1인 가구는 물론 부부도 거주”… ‘위례 심포니아’ 내년 3월 입주 60세 이상 시니어 1인가구 증가세 여성 1인 가구 46%가 60세 이상 1인가구 비중이 폭발적으로 증가하고 있다. 중·장년층 1인가구도 빠르게 늘면서 1인 가구 특화 시니어 주택이 주목을 받고 있다. 16일 통계청	-1	긍정
주담대 규제 위력 셌다…8월 집값·거래량 모두 두 자릿수대 하락	지난 7월 월간 거래량이 10만 건을 넘어서며 연내 최고치를 보였던 전국 부동산 매매시장이 대출 규제가 시행되자 한 달 새 꽁꽁 얼어붙었다. 8월 거래량·거래금액 모두 전월 대비 두 자릿수 하락률을 기록하면서다. 1	주담대 규제 위력 셌다…8월 집값·거래량 모두 두 자릿수대 하락 지난 7월 월간 거래량이 10만 건을 넘어서며 연내 최고치를 보였던 전국 부동산 매매시장이 대출 규제가 시행되자 한 달 새 꽁꽁 얼어붙었다. 8월 거래량·거래금액 모두 전월 대비 두 자릿수 하락률을 기록하면서다. 1	2	부정입니다.
수도권 중대형 희소가치 커지나…1년 전 대비 35.2% 급감	전용면적 85m² 넘는 아파트 공급이 크게 줄어들면서 중대형 면적 아파트의 희소가치가 높아질지 주목받고 있다. 15일 국토교통부 자료에 따르면 수도권에서 올 상반기 전용 85~135m² 이하 주택 건설 인허가 물량은	수도권 중대형 희소가치 커지나…1년 전 대비 35.2% 급감 전용면적 85m² 넘는 아파트 공급이 크게 줄어들면서 중대형 면적 아파트의 희소가치가 높아질지 주목받고 있다. 15일 국토교통부 자료에 따르면 수도권에서 올 상반기 전용 85~135m² 이하 주택 건설 인허가 물량은	1	중립
미분양 여파로 어두워지는 대구경북 신축 아파트 입주 전망	미분양 물량 증가의 여파로 대구경북 신축 아파트 입주 전망이 어두워지고 있다. 분양자들은 기존 주택 매각 지연, 잔금 대출 미확보 등의 어려움을 겪는 것으로 나타났다. 15일 주택산업연구원에 따르면 이달 전국 아파트	미분양 여파로 어두워지는 대구경북 신축 아파트 입주 전망 미분양 물량 증가의 여파로 대구경북 신축 아파트 입주 전망이 어두워지고 있다. 분양자들은 기존 주택 매각 지연, 잔금 대출 미확보 등의 어려움을 겪는 것으로 나타났다. 15일 주택산업연구원에 따르면 이달 전국 아파트	-8	긍정입니다.
LH, 4024억원 규모 여의도 부지 공급	한국토지주택공사(LH)는 서울 영등포구 여의도동 61-2 부지를 실수요자 대상 경쟁입찰 방식으로 공급한다고 16일 밝혔다. 공급대상 토지는 가톨릭대학교 여의도 성모병원 인근에 위치하고 있으며, 면적은 8264㎡이다.	LH, 4024억원 규모 여의도 부지 공급 한국토지주택공사(LH)는 서울 영등포구 여의도동 61-2 부지를 실수요자 대상 경쟁입찰 방식으로 공급한다고 16일 밝혔다. 공급대상 토지는 가톨릭대학교 여의도 성모병원 인근에 위치하고 있으며, 면적은 8264㎡이다.	-1	부정
경의선 신촌역 인근 신촌동 주민센터, 11층 복합시설 짓는다	경의중앙선 신촌역 인근 신촌동 주민센터 부지가 일자리연계형 지원주택을 갖춘 11층 높이의 복합시설로 재탄생한다. 서울시는 제8차 공공주택통합심의위원회에서 '신촌동 주민센터 복합화사업'을 수정가결했다고 16일 밝혔다.	경의선 신촌역 인근 신촌동 주민센터, 11층 복합시설 짓는다 경의중앙선 신촌역 인근 신촌동 주민센터 부지가 일자리연계형 지원주택을 갖춘 11층 높이의 복합시설로 재탄생한다. 서울시는 제8차 공공주택통합심의위원회에서 '신촌동 주민센터 복합화사업'을 수정가결했다고 16일 밝혔다.	-1	긍정
광명 '하안주공 3·4단지' 신탁 재건축 속도	신탁방식으로 진행되는 경기 광명시 하안주공 3·4단지 통합재건축사업이 속도를 내고 있다. 15일 업계에 따르면 하안주공 3·4단지 통합재건축사업 추진준비위원회는 지난 12일 하안주공 3·4단지 토지 등 소유자들을 대	광명 '하안주공 3·4단지' 신탁 재건축 속도 신탁방식으로 진행되는 경기 광명시 하안주공 3·4단지 통합재건축사업이 속도를 내고 있다. 15일 업계에 따르면 하안주공 3·4단지 통합재건축사업 추진준비위원회는 지난 12일 하안주공 3·4단지 토지 등 소유자들을 대	4	긍정
'에어 택시'로 제주 여행한다…정부, UAM 관광형 시범사업 지원	정부가 제주특별자치도를 도심항공교통(UAM) 시범운용구역으로 지정하고, 관광형 시범사업을 지원한다. 또 현재 추진 중인 제주 스마트공동물류센터 건립은 연말에 착공해 2026년 준공한다. 국토교통부는 15일 제주시 제	'에어 택시'로 제주 여행한다…정부, UAM 관광형 시범사업 지원 정부가 제주특별자치도를 도심항공교통(UAM) 시범운용구역으로 지정하고, 관광형 시범사업을 지원한다. 또 현재 추진 중인 제주 스마트공동물류센터 건립은 연말에 착공해 2026년 준공한다. 국토교통부는 15일 제주시 제	0	긍정입니다.
"향후 2년간 전국 60만가구 '집들이'…""서울 9만가구 입주 예정"""	오는 2026년 상반기까지 전국에 총 60만여가구 규모의 공동주택이 공급될 전망이다. 한국부동산원과 부동산R114는 15일 이러한 내용의 '공동주택 입주예정물량 정보'를 발표했다. 이번에 공개된 입주예정물량 정보는	"향후 2년간 전국 60만가구 '집들이'…""서울 9만가구 입주 예정"" 오는 2026년 상반기까지 전국에 총 60만여가구 규모의 공동주택이 공급될 전망이다. 한국부동산원과 부동산R114는 15일 이러한 내용의 '공동주택 입주예정물량 정보'를 발표했다. 이번에 공개된 입주예정물량 정보는"	5	긍정
"""정비계획 입안 제안시 동의율 60%→50% 완화 추진"""	신속한 정비사업 추진을 위해 정비계획 입안 제안시 동의율을 현재의 60%에서 50%로 완화하는 조례안이 추진된다. 서울특별시의회 주택공간위원회 고광민 의원(국민의힘)은 15일 이같은 내용을 골자로 한 '서울특별시 도	"""정비계획 입안 제안시 동의율 60%→50% 완화 추진"" 신속한 정비사업 추진을 위해 정비계획 입안 제안시 동의율을 현재의 60%에서 50%로 완화하는 조례안이 추진된다. 서울특별시의회 주택공간위원회 고광민 의원(국민의힘)은 15일 이같은 내용을 골자로 한 '서울특별시 도"	-4	긍정입니다.
1호선 신길역 급제동 사고로 탑승객 전원 하차…제동장치 오작동	16일 오전 서울지하철 1호선 신길역 인근에서 전동차 제동장치 오작동으로 인한 급제동 사고가 발생해 출근길 혼잡이 발생했다. 이 사고로 전동차 내부에서 승객 다수가 구르는 사고도 발생하고 신길역에서 탑승객 전원이 하	1호선 신길역 급제동 사고로 탑승객 전원 하차…제동장치 오작동 16일 오전 서울지하철 1호선 신길역 인근에서 전동차 제동장치 오작동으로 인한 급제동 사고가 발생해 출근길 혼잡이 발생했다. 이 사고로 전동차 내부에서 승객 다수가 구르는 사고도 발생하고 신길역에서 탑승객 전원이 하	-2	긍정
이웃 갈등 막는다… 층간소음 저감 신기술 개발한 건설업체	현대엔지니어링이 층간소음 저감에 효과가 있는 '천장형 차음 구조'를 국내 최초로 개발했다. 16일 현대엔지니어링에 따르면 협력사 '제이제이엔에스'가 개발한 메타물질 방음소재를 건설현장에 적용하기 위한 현장실험과 구조	이웃 갈등 막는다… 층간소음 저감 신기술 개발한 건설업체 현대엔지니어링이 층간소음 저감에 효과가 있는 '천장형 차음 구조'를 국내 최초로 개발했다. 16일 현대엔지니어링에 따르면 협력사 '제이제이엔에스'가 개발한 메타물질 방음소재를 건설현장에 적용하기 위한 현장실험과 구조	-3	중립
배터리 안정성 이달부터 정부가 인증…현대·기아 시범사업 참여	국토교통부가 이번 달부터 전기차 배터리 안전성을 정부가 직접 인증하는 배터리 안전성 인증제 시범사업을 실시한다고 15일 밝혔다. 배터리 인증제는 전기차에 장착되는 배터리의 안전성을 정부가 사전에 직접 시험해 인증하는	배터리 안정성 이달부터 정부가 인증…현대·기아 시범사업 참여 국토교통부가 이번 달부터 전기차 배터리 안전성을 정부가 직접 인증하는 배터리 안전성 인증제 시범사업을 실시한다고 15일 밝혔다. 배터리 인증제는 전기차에 장착되는 배터리의 안전성을 정부가 사전에 직접 시험해 인증하는	12	긍정
대형 면적 아파트 분양가, 중소형 대비 '2.7배' 뛰었다	전용면적 85㎡ 초과 대형면적 아파트가 중소형(60~85㎡ 이하) 보다 분양가가 2.7배 더 오른 것으로 조사됐다. 16일 부동산R114에 따르면 올해 전국 민간 아파트 분양가(10월14일 기준)는 3.3㎡당 206	대형 면적 아파트 분양가, 중소형 대비 '2.7배' 뛰었다 전용면적 85㎡ 초과 대형면적 아파트가 중소형(60~85㎡ 이하) 보다 분양가가 2.7배 더 오른 것으로 조사됐다. 16일 부동산R114에 따르면 올해 전국 민간 아파트 분양가(10월14일 기준)는 3.3㎡당 206	-6	긍정
8월 전국 아파트 거래량 4.2만건, 거래금액 21.4조	지난 8월 전국 아파트 거래량과 거래금액이 모두 전월대비 줄어든 것으로 조사됐다. 15일 빅데이터 및 AI(인공지능) 기반 상업용 부동산 전문기업 부동산플래닛은 8월 기준 전국 부동산 유형별 매매시장 동향 보고서를	8월 전국 아파트 거래량 4.2만건, 거래금액 21.4조 지난 8월 전국 아파트 거래량과 거래금액이 모두 전월대비 줄어든 것으로 조사됐다. 15일 빅데이터 및 AI(인공지능) 기반 상업용 부동산 전문기업 부동산플래닛은 8월 기준 전국 부동산 유형별 매매시장 동향 보고서를	-4	긍정
"제주에 'UAM' 띄운다…국토부 ""관광형 도심항공교통 사업 지원"""	정부가 제주의 자연환경을 활용한 '관광형 도심항공교통(UAM, Urban Air Mobility) 시범사업'을 지원하고 나선다. 국토교통부는 15일 제주국제자유도시개발센터(JDC)에서 열린 스물아홉번째 '민생토론회'	"제주에 'UAM' 띄운다…국토부 ""관광형 도심항공교통 사업 지원"" 정부가 제주의 자연환경을 활용한 '관광형 도심항공교통(UAM, Urban Air Mobility) 시범사업'을 지원하고 나선다. 국토교통부는 15일 제주국제자유도시개발센터(JDC)에서 열린 스물아홉번째 '민생토론회'"	3	긍정
가덕도신공항 접근철도 사업설명회개최…철도공단, 연내 2개공구 발주	부산 가덕도신공항 접근철도 개설 공사가 추진된다. 국가철도공단은 15일 대전본사 대강당에서 공단 임직원을 대상으로 '가덕도신공항 접근철도 사업설명회'를 개최했다. 지난달 초 가덕도신공항 접근철도 기본계획이 고시됨에	가덕도신공항 접근철도 사업설명회개최…철도공단, 연내 2개공구 발주 부산 가덕도신공항 접근철도 개설 공사가 추진된다. 국가철도공단은 15일 대전본사 대강당에서 공단 임직원을 대상으로 '가덕도신공항 접근철도 사업설명회'를 개최했다. 지난달 초 가덕도신공항 접근철도 기본계획이 고시됨에	10	긍정
'옛 신촌역사 일대', 신촌동 주민센터 복합화사업으로 변신	서대문구 신촌동 주민센터 부지 일대가 새로운 모습으로 탈바꿈한다. 서울시는 제8차 공공주택통합심의위원회에서 ‘신촌동 주민센터 복합화사업’을 수정가결 했다고 16일 밝혔다. 신촌동 주민센터 복합화사업 조감도. (사진=	'옛 신촌역사 일대', 신촌동 주민센터 복합화사업으로 변신 서대문구 신촌동 주민센터 부지 일대가 새로운 모습으로 탈바꿈한다. 서울시는 제8차 공공주택통합심의위원회에서 ‘신촌동 주민센터 복합화사업’을 수정가결 했다고 16일 밝혔다. 신촌동 주민센터 복합화사업 조감도. (사진=	-3	중립
국가철도공단, 가덕도신공항 접근철도 적기추진 속도 '연내 2개 공구 발주'	국가철도공단이 가덕도신공항 접근철도 기본계획고시에 따라 사업 적기 추진을 위해 공단 임직원을 대상으로 ‘가덕도신공항 접근철도 사업설명회’를 대전 본사에서 개최했다고 15일 밝혔다. 가덕도신공항 접근철도는 부산신항에서	국가철도공단, 가덕도신공항 접근철도 적기추진 속도 '연내 2개 공구 발주' 국가철도공단이 가덕도신공항 접근철도 기본계획고시에 따라 사업 적기 추진을 위해 공단 임직원을 대상으로 ‘가덕도신공항 접근철도 사업설명회’를 대전 본사에서 개최했다고 15일 밝혔다. 가덕도신공항 접근철도는 부산신항에서	7	중립
코레일유통, ITX 마음 열차모형 블록 출시	코레일유통이 연이은 철도 굿즈의 성공을 바탕으로 또 하나의 신제품 'ITX-마음' 열차모형 블록을 선보인다고 15일 밝혔다. ITX-마음은 2023년 9월부터 운행을 시작한 신형 열차로 경부선, 호남선, 전라선, 태	코레일유통, ITX 마음 열차모형 블록 출시 코레일유통이 연이은 철도 굿즈의 성공을 바탕으로 또 하나의 신제품 'ITX-마음' 열차모형 블록을 선보인다고 15일 밝혔다. ITX-마음은 2023년 9월부터 운행을 시작한 신형 열차로 경부선, 호남선, 전라선, 태	4	긍정입니다.
서울시, 1인가구·어르신주택 등 新임대주택 사업설명회	1인 가구·신혼부부·어르신 주택 등 미래 세대 주거 안정을 위한 새로운 임대주택의 사업유형에 관해 설명하는 자리가 마련된다. 서울시는 사업이해도를 높이고 적극적인 참여를 위해 ‘공공지원민간임대주택 사업설명회’를 17	서울시, 1인가구·어르신주택 등 新임대주택 사업설명회 1인 가구·신혼부부·어르신 주택 등 미래 세대 주거 안정을 위한 새로운 임대주택의 사업유형에 관해 설명하는 자리가 마련된다. 서울시는 사업이해도를 높이고 적극적인 참여를 위해 ‘공공지원민간임대주택 사업설명회’를 17	0	긍정
정밀도 높인 ‘2024 국가 지오이드모델’ 공개	지면 높이를 측정하는 기준 중 하나인 지오이드의 국내 모델 정밀도가 한층 높아진다. 앞으로 건설, 토목현장의 측량작업 등 다양한 곳에서 지오이드 활용도가 높아질 전망이다. 국토교통부 국토지리정보원은 국토의 최신 정밀	정밀도 높인 ‘2024 국가 지오이드모델’ 공개 지면 높이를 측정하는 기준 중 하나인 지오이드의 국내 모델 정밀도가 한층 높아진다. 앞으로 건설, 토목현장의 측량작업 등 다양한 곳에서 지오이드 활용도가 높아질 전망이다. 국토교통부 국토지리정보원은 국토의 최신 정밀	5	중립입니다.
허윤홍 GS건설 대표, 임원 워크숍…기후변화 대응 논의	허윤홍 GS건설 대표가 임원 대상 워크숍을 열고 기후변화에 따른 대응 전략 등을 논의했다. 15일 GS건설에 따르면 허 대표는 지난 7~8일 용인 연수원에서 1박 2일 워크숍을 진행했다. 지난해에 이어 두 번째로 열	허윤홍 GS건설 대표, 임원 워크숍…기후변화 대응 논의 허윤홍 GS건설 대표가 임원 대상 워크숍을 열고 기후변화에 따른 대응 전략 등을 논의했다. 15일 GS건설에 따르면 허 대표는 지난 7~8일 용인 연수원에서 1박 2일 워크숍을 진행했다. 지난해에 이어 두 번째로 열	-5	긍정
